Agency,Award ID,Recipient Name,Federal Action Obligation,Action Date,Modification,Product/Service Description,NAICS Description,Transaction Description
CBP,70B01C24F00000149,"FDT WATER INFRASTRUCTURE, LLC",1780246.58,2024-05-29,P00003,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,ALL OTHER SPECIALTY TRADE CONTRACTORS,MODIFICATION TO FULLY FUND SCHEDULED MAINTENANCE AND PARTIALLY FUND UNSCHEDULED MAINTENANCE.
CBP,70B01C23F00000806,"CENTERRA GROUP, LLC",1779431.97,2024-02-07,P00004,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,INCREMENTAL FUNDING FOR ARMED FACILITY GUARDS - RGV REGION
CBP,70B01C23F00000806,"CENTERRA GROUP, LLC",1779431.97,2024-05-15,P00005,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,INCREMENTAL FUNDING MODIFICATION
CBP,70B01C24F00000964,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",1778320.0,2024-09-26,0,SUPPORT- MANAGEMENT: BANKING,"FINANCIAL TRANSACTIONS PROCESSING, RESERVE, AND CLEARINGHOUSE ACTIVITIES",SMART SAFE CASH MANAGEMENT INVOLVING SMART SAFE SUPPLIES AND SERVICES.
CBP,70B01C24P00000589,"OMEGA BELT BUILT JOINT VENTURE, LLC",1778271.24,2024-09-20,0,REPAIR OR ALTERATION OF OFFICE BUILDINGS,INDUSTRIAL BUILDING CONSTRUCTION,"PERFORM VARIOUS REPAIRS INCLUDING INSTALL NEW WINDOWS, REPLACE STEEL DOORS, INSTALL EMERGENCY BACKUP GENERATOR, REPAIR ASPHALT PARKING LOT WITH CONCRETE OPTION, AND REPAIR EXTERIOR WALLS AT RIO GRANDE VALLEY BORDER PATROL STATION IN HARLINGEN, TX"
CBP,70B06C24F00000702,MADMEX LLC,1776323.5,2024-09-16,0,SAFETY AND RESCUE EQUIPMENT,ALL OTHER MISCELLANEOUS FABRICATED METAL PRODUCT MANUFACTURING,PORTABLE LESS LETHAL VEHICLE IMMOBILIZATION DEVICES
CBP,70B03C24C00000017,"CHENEGA GOVERNMENT MISSION SOLUTIONS, LLC",1776076.32,2024-03-27,0,HOUSEKEEPING- CUSTODIAL JANITORIAL,JANITORIAL SERVICES,JANITORIAL AND GROUNDS MAINTENANCE
CBP,70B01C22F00000773,"ITC FEDERAL, LLC",1773868.0,2024-08-14,P00004,SUPPORT- ADMINISTRATIVE: OTHER,OTHER ACCOUNTING SERVICES,EXERCISE OF OPTION- REVENUE ADMINISTRATION SUPPORT
CBP,70B02C23F00001020,C SPEED LLC,1769428.76,2024-08-28,P00004,"RADAR EQUIPMENT, AIRBORNE",CUSTOM COMPUTER PROGRAMMING SERVICES,EXTEND CLIN PERIOD OF PERFORMANCE AND EXERCISE AN OPTION YEAR
CBP,70B04C22F00000958,"24X7SYSTEMS, INC.",1768923.01,2024-04-29,P00009,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,CLOUD MIGRATION SERVICES
CBP,70B06C24F00000755,"PERFORMANCE ASSESSMENT NETWORK, INC",1768817.0,2024-08-26,0,EDUCATION/TRAINING- PERSONNEL TESTING,COMPUTER SYSTEMS DESIGN SERVICES,ORDER UNDER CONTRACT
CBP,70B04C24F00000578,"EMERGENT, LLC",1762691.0,2024-07-30,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,ORACLE CLOUD INFRASTRUCTURE FOR CUSTOMS AND BORDER PROTECTION
CBP,70B04C21F00000007,"ARDENT MANAGEMENT CONSULTING, LLC",1756153.71,2024-02-22,P00015,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,COMPUTER SYSTEMS DESIGN SERVICES,"THE PURPOSE OF THIS MODIFICATION IS TO INCREMENTALLY FUND OPTION PERIOD 3 FOR THE INFORMATION SECURITY, PRODUCTION MONITORING AND PROCESS SUPPORT TASK ORDER."
CBP,70B04C20F00000948,"THUNDERCAT TECHNOLOGY, LLC",1748999.99,2024-08-06,P00005,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,OTHER COMPUTER RELATED SERVICES,EXERCISE OPTION PERIOD 4
CBP,70B04C24F00000261,SENTRILLION CORPORATION,1738800.0,2024-04-30,P00001,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),COMPUTER SYSTEMS DESIGN SERVICES,"BORDER SECURITY DEPLOYMENT PROGRAM (BSDP), CENTRALIZED AREA VIDEO SURVEILLANCE SYSTEMS FOR BSDP TASK AREA 1 PROGRAM AND PROJECT MANAGEMENT AND BSDP TASK AREA 2 OPERATIONS AND MAINTENANCE"
CBP,70B03C22P00000053,"SEC-OPS, INC.",1733940.0,2024-02-22,P00002,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,SECURITY GUARDS AND PATROL SERVICES,"EXERCISE OF OPTION PERIOD 2 FOR THE PERIOD OF PERFORMANCE FROM FEBRUARY 26, 2024 THROUGH FEBRUARY 25, 2025."
CBP,70B03C24C00000057,IPROOV LIMITED,1730000.0,2024-07-25,0,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,COMPUTER SYSTEMS DESIGN SERVICES,MOBILE IMAGE CAPTURE SERVICES
CBP,HSBP1013C00042,GENERAL DYNAMICS ONE SOURCE LLC,1728436.61,2024-08-01,P00101,VIDEO RECORDING AND REPRODUCING EQUIPMENT,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,"THE PURPOSE OF THIS BILATERAL MODIFICATION IS TO EXTEND THE PERIOD OF PERFORMANCE BY AN ADDITIONAL TWELVE (12) MONTHS FROM AUGUST 1, 2024, THROUGH JULY 31, 2025."
CBP,70B04C22F00000132,"AT&T ENTERPRISES, LLC",1727728.26,2024-05-10,P00007,"IT AND TELECOM - PLATFORM PRODUCTS: DATABASE, MAINFRAME, MIDDLEWARE (HW, PERPETUAL LICENSE SOFTWARE)",WIRED TELECOMMUNICATIONS CARRIERS,AN APPROPRIATE MIX OF SERVICES TO MEET ESSENTIAL CBP NEEDS. CONTRACTOR SERVICES SHALL MEET THE REQUIREMENTS AS DESCRIBED IN THE EIS CONTRACT AS WELL AS AGENCY-SPECIFIC REQUIREMENTS DETAILED IN THIS STATEMENT OF WORK
CBP,70B03C24F00000537,"NORTHLAND RESEARCH, INC",1722593.49,2024-07-18,0,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,ENVIRONMENTAL MONITORING
CBP,70B06C24C00000024,AVID CORE LLC,1718543.84,2024-05-07,0,SUPPORT- ADMINISTRATIVE: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,CONTRACTOR STAFFING SUPPORT
CBP,70B01C24C00000186,"B3 CONSTRUCTION, INC",1717701.15,2024-09-30,0,REPAIR OR ALTERATION OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,UPGRADING OF ELECTRICAL LIMITS AT EL CENTRO BORDER PATROL STATION
CBP,70B06C20F00001356,"LIFECARE, INC",1710000.0,2024-07-27,P00018,SUPPORT- MANAGEMENT: OTHER,OFFICES OF LAWYERS,LIFE CARE SUPPORT.
CBP,70B04C22F00000534,ATT MOBILITY LLC,1703740.98,2024-09-18,P00003,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),MODIFICATION 70B04C22F00000534_P00003: EXECUTE OPTION YEAR 2: PERIOD 2(A).
CBP,70B01C24F00000043,WASHINGTON OFFICE INTERIORS LLC,1685840.07,2024-09-23,0,PREFABRICATED AND PORTABLE BUILDINGS,OFFICE FURNITURE (EXCEPT WOOD) MANUFACTURING,INSTALL MODULAR INTEL SPACE (SCIF)
CBP,70B04C23F00000213,DELOITTE CONSULTING LLP,1676307.64,2024-06-18,P00007,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,CPIC SUPPORT FOR CBP OFFICE OF INFORMATION TECHNOLOGY. MODIFICATION ADDS INCREMENTAL FUNDING.
CBP,70B04C24F00000630,"MOTOROLA SOLUTIONS, INC.",1671540.0,2024-08-21,0,IT AND TELECOM - MOBILE DEVICE SUPPORT SERVICES (LABOR),ENGINEERING SERVICES,THE TASK ORDER IS FOR LAND MOBILE RADIO MAINTENANCE AND SUPPORT.
CBP,70B04C24F00000252,"STEAMPUNK, INC.",1667945.6,2024-06-10,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,"MODIFICATION P00001 REVISED STATEMENT OF WORK IN-SCOPE, EXERCISE INA OPTIONAL CLIN, REVISED INA OPTIONAL CLINS PRICE FOR BASE AND OPTION PERIOD, AS WELL AS ADD FUNDS FOR BASE PERIOD INA OPTIONAL CLIN."
CBP,70B01C23F00000804,PARAGON SYSTEMS INC,1666560.0,2024-09-11,P00009,HOUSEKEEPING- GUARD,SECURITY GUARDS AND PATROL SERVICES,FUNDING ADDED FOR CONTRACT
CBP,70B01C22C00000080,"INTEGRIWARD, LLC",1658170.87,2024-07-25,P00003,"MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","EXERCISE OPTION YEAR 2,  INCORPORATE THE REVISED STATEMENT OF WORK  CHANGE THE TECHNICAL POC"
CBP,70B02C21F00001249,SCIENTIFIC RESEARCH CORPORATION,1655000.0,2024-07-11,P00008,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES,ENGINEERING SERVICES,PROVIDE FUNDS FOR MATERIALS CLIN
CBP,70B04C24F00001129,"CACI, INC. - FEDERAL",1651339.37,2024-09-30,P00001,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,MODIFICATION TO ADD FUNDS
CBP,70B03C24F00000713,CONSTELLATION INC,1646738.02,2024-08-27,0,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,MANAGEMENT SUPPORT SERVICES
CBP,70B06C24C00000170,ESI ACQUISITION INC,1645000.0,2024-09-30,0,"IT AND TELECOM - PLATFORM AS A SERVICE: DATABASE, MAINFRAME, MIDDLEWARE",OTHER COMPUTER RELATED SERVICES,CLOUD BASED ELECTRONIC MEDICAL RECORD
CBP,70B04C24F00000828,BLUE TECH INC.,1644996.0,2024-09-06,0,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,SOFTWARE
CBP,70B03C23F00000388,"DEPENDABLE HEALTH SERVICES, INC",1637984.33,2023-12-22,P00003,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),OTHER INDIVIDUAL AND FAMILY SERVICES,"EXTENSION OF SERVICES THROUGH JANUARY 31, 2024."
CBP,70B03C20F00000209,"ARDENT MANAGEMENT CONSULTING, LLC",1631692.32,2024-05-20,P00014,SUPPORT- PROFESSIONAL: OTHER,CUSTOM COMPUTER PROGRAMMING SERVICES,GEOSPATIAL SERVICES
CBP,70B04C24F00000329,CLOUD LAKE TECHNOLOGY LLC,1623078.0,2024-07-08,0,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",COMPUTER SYSTEMS DESIGN SERVICES,"PROVIDE COMPREHENSIVE SUPPORT SERVICES TO INCLUDE PLANNING, BUILDING, TESTING, DEPLOYMENT, STABILIZATION OF WORKSTATION CHANGES,"
CBP,70B01C24C00000063,"CCI MECHANICAL, LLC",1609013.59,2024-08-08,0,ARCHITECT AND ENGINEERING- GENERAL: ELECTRICAL SYSTEMS,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",AWARD FOR CONTRACTOR TO PROVIDE HVAC AND CHILLER IMPROVEMENT.
CBP,70B04C24C00000078,NORTH EDGE TECHNOLOGY LLC,1605139.0,2024-08-29,0,"IT AND TELECOM - END USER: HELP DESK; TIER 1-2, WORKSPACE, PRINT, OUTPUT, PRODUCTIVITY TOOLS (LABOR)",COMPUTER SYSTEMS DESIGN SERVICES,END USER DEVICE IT MANAGEMENT SERVICES
CBP,70B02C21F00001280,"CACI, INC. - FEDERAL",1603004.0,2024-02-13,P00024,IT AND TELECOM - IT MANAGEMENT SUPPORT SERVICES (LABOR),COMPUTER SYSTEMS DESIGN SERVICES,PROVIDE INCREMENTAL FUNDING
CBP,70B02C24F00000205,"TYONEK AIRCRAFT OVERHAUL, LLC",1601329.62,2024-07-11,P00002,MAINTENANCE OF RADAR AND NAVIGATIONAL FACILITIES,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",ADDITIONAL FUNDING
CBP,70B02C20P00000194,ILC ASTROSPACE LLC,1600000.0,2024-03-25,P00010,UNMANNED AIRCRAFT,AIRCRAFT MANUFACTURING,FUNDING FOR PURCHASE OF AEROSTAT OY3
CBP,70B06C20F00001046,"EAGLE HILL CONSULTING, LLC",1590248.48,2024-08-28,P00012,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)","MODIFICATION P00012 IS TO EXERCISE OPTION YEAR 4, ADD FUNDS FOR THE OPTION, AND REVISE THE STATEMENT OF WORK (SOW) AT NO ADDITIONAL COST TO THE GOVERNMENT.  ALL SOW CHANGES ARE WITHIN SCOPE."
CBP,70B06C24F00000446,PERATON RISK DECISION INC.,1581159.69,2024-07-29,P00001,SUPPORT- ADMINISTRATIVE: BACKGROUND INVESTIGATION,INVESTIGATION AND PERSONAL BACKGROUND CHECK SERVICES,EXERCISE OP1
CBP,70B01C24F00000656,TACTICAL INFRASTRUCTURE MAINTENANCE SOLUTIONS LLC,1576171.25,2024-08-12,0,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,ALL OTHER SPECIALTY TRADE CONTRACTORS,OPTION 3 FUNDING FOR SCHEDULED MAINTENANCE.
CBP,70B04C21F00000230,CELLCO PARTNERSHIP,1570493.88,2024-08-09,P00011,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,OTHER COMPUTER RELATED SERVICES,THE PURPOSE OF THIS MODIFICATION (P00011) IS TO FULLY FUND OPTION PERIOD 3 OF DELIVERY ORDER 70B04C21F00000230.
CBP,70B06C20F00001356,"LIFECARE, INC",1562000.0,2024-06-25,P00016,SUPPORT- MANAGEMENT: OTHER,OFFICES OF LAWYERS,LIFE CARE SUPPORT
CBP,70B02C21F00001234,NEXTGEN FEDERAL SYSTEMS LLC,1545595.0,2024-07-02,P00032,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,MODIFICATION TO ADD INCREMENTAL FUNDING FOR OPTION YEAR 2 AND EXERCISE OPTIONAL POSITIONS FOR CBP'S AIR AND MARINE OPERATIONS FIELD AND TECHNICAL SUPPORT SERVICES.
CBP,70B04C22F00000132,"AT&T ENTERPRISES, LLC",1542090.22,2023-12-13,P00006,"IT AND TELECOM - PLATFORM PRODUCTS: DATABASE, MAINFRAME, MIDDLEWARE (HW, PERPETUAL LICENSE SOFTWARE)",WIRED TELECOMMUNICATIONS CARRIERS,TASK
CBP,70B03C22F00000430,DEPLOYED RESOURCES LLC,1536795.76,2024-02-14,P00019,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXTENSION OF SERVICES FOR 30 DAYS.
CBP,70B03C22F00000430,DEPLOYED RESOURCES LLC,1536795.76,2024-03-21,P00020,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXTENSION OF SERVICES 1 MONTH.
CBP,70B03C22F00000430,DEPLOYED RESOURCES LLC,1536795.76,2023-12-08,P00017,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXTENSION OF SERVICES FOR 30 DAYS.
CBP,70B03C22F00000430,DEPLOYED RESOURCES LLC,1536795.76,2024-04-23,P00021,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXTENSION OF SERVICES MONTH 5.
CBP,70B03C22F00000430,DEPLOYED RESOURCES LLC,1536795.76,2024-01-25,P00018,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",EXTENSION OF SERVICES.
CBP,70B03C22F00000430,DEPLOYED RESOURCES LLC,1536795.76,2024-05-23,P00022,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","FINAL EXTENSION FOR THE PERIOD OF PERFORMANCE FROM MAY 24, 2024, THROUGH JUNE 22, 2024."
CBP,70B03C22F00000430,DEPLOYED RESOURCES LLC,1536795.76,2023-10-26,P00015,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD 13 FOR THE PERIOD OF PERFORMANCE FROM OCTOBER 27, 2023 THROUGH NOVEMBER 25, 2023."
CBP,70B03C22F00000430,DEPLOYED RESOURCES LLC,1536795.76,2023-11-22,P00016,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION PERIOD 14 FOR THE PERIOD OF PERFORMANCE FROM NOVEMBER 26, 2023, THROUGH DECEMBER 25, 2023."
CBP,70B01C24F00000416,DEPLOYED RESOURCES LLC,1536794.0,2024-07-19,P00001,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","EXERCISE OPTION 1, LINE ITEM 30 ADDING FUNDS IN THE AMOUNT OF $1,536,794.00"
CBP,70B01C24F00000416,DEPLOYED RESOURCES LLC,1536794.0,2024-06-20,0,LEASE OR RENTAL OF EQUIPMENT- PREFABRICATED STRUCTURES AND SCAFFOLDING,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES","REQUIREMENT FOR CONTINUATION OF FACILITIES AND WRAP AROUND SERVICES AT BROWNSVILLE, TEXAS."
CBP,70B01C24F00000962,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",1531700.57,2024-09-30,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,CTI PROGRAM SPECIFIC TASK ORDER
CBP,70B06C22C00000054,ISLAND EMPIRE TECHNOLOGY SYSTEMS LLC,1530147.14,2024-07-01,P00003,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),OTHER COMPUTER RELATED SERVICES,"MODIFICATION P00003 IS TO EXERCISE OPTION YEAR 2 FOR THE OFFICE OF PROFESSIONAL RESPONSIBILITY'S CREDIBILITY ASSESSMENT & POLYGRAPH SERVICES (CAPS) SOFTWARE, ENHANCEMENTS, AND MAINTENANCE SERVICES."
CBP,70B03C22C00000043,SHUTTLE BUS LEASING,1526000.28,2024-03-27,P00013,PASSENGER MOTOR VEHICLES,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",FUNDING ACTIONS
CBP,70B03C22C00000043,SHUTTLE BUS LEASING,1526000.0,2024-02-01,P00012,PASSENGER MOTOR VEHICLES,"TRUCK, UTILITY TRAILER, AND RV (RECREATIONAL VEHICLE) RENTAL AND LEASING",INCREMENTAL FUNDING DUE TO CR
CBP,70B04C24F00000676,DELOITTE CONSULTING LLP,1525092.31,2024-09-06,0,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,COMPUTER SYSTEMS DESIGN SERVICES,EBMSS EXECUTIVE AND COMMUNICATIONS SUPPORT SERVICES TASK ORDER AWARD
CBP,70B01C22F00000217,"CHEROKEE NATION STRATEGIC PROGRAMS, L.L.C.",1520165.96,2024-05-22,P00005,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,ENGINEERING SERVICES,PROGRAM MANAGEMENT SERVICES SUPPORT (PMSS) BALANCE OF OY2 FUNDING
CBP,70B04C24F00000837,BLUE TECH INC.,1517096.94,2024-09-12,0,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,DATAROBOT SOFTWARE SUBSCRIPTION
CBP,70B04C24F00000893,WIDEPOINT INTEGRATED SOLUTIONS CORP,1516426.38,2024-09-12,0,IT AND TELECOM - MOBILE DEVICE AS A SERVICE,TELECOMMUNICATIONS RESELLERS,THIS FIRM-FIXED PRICE TASK ORDER IS ISSUED TO WIDEPOINT INTEGRATED SOLUTIONS CORP. FOR AUTONOMOUS SURVEILLANCE TOWERS (AST) IN ACCORDANCE WITH THE ATTACHED STATEMENT OF WORK (SOW) AND BILL OF MATERIALS (BOM).
CBP,70B03C24P00000695,AVID CORE LLC,1514202.8,2024-09-30,0,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,ENVIRONMENTAL CONSULTING SERVICES,ENVIRONMENTAL SVS.
CBP,70B06C24F00000452,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",1506812.23,2024-09-05,0,SUPPORT- ADMINISTRATIVE: OTHER,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,OFFICE OF TRADE ADVANCED TRADE ANALYTICS PLATFORM SUSTAINMENT SUPPORT
CBP,70B01C19F00000112,NATIVE ENERGY & TECHNOLOGY INC,1503553.85,2024-03-05,P00019,MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,FACILITIES SUPPORT SERVICES,EXERCISING OPTION TO EXTEND SERVICES
CBP,70B03C24F00000410,"ROCKWELL AMERICAN SERVICES, LTD.",1500000.0,2024-06-23,0,SPECIAL DIETARY FOODS AND FOOD SPECIALTY PREPARATIONS,FOOD SERVICE CONTRACTORS,TASK ORDER FOR THE PROVISION OF FOOD SERVICES TO THE USBP EL PASO SECTOR AREA OF OPERATIONS. IDIQ CONTRACT 70B03C23D00000017.
CBP,70B01C21F00000597,"KOMAN CONSTRUCTION, LLC",1500000.0,2024-08-07,P00007,MAINTENANCE OF HIGHWAYS/ROADS/STREETS/BRIDGES/RAILWAYS,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,ADDITIONAL FUNDING TO LINE 140
CBP,70B04C24P00000251,IMPYRIAN LLC,1500000.0,2024-06-14,0,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,CUSTOM COMPUTER PROGRAMMING SERVICES,DIGITAL SERVICES DEVELOPMENT SUPPORT FOR CARGO PROGRAM SERVICES DIRECTORATE.
CBP,70B02C23C00000053,AVANTUS FEDERAL LLC,1500000.0,2024-01-30,P00005,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,ENGINEERING SERVICES,ADMINISTRATIVE MODIFICATIONS AND INCREMENTAL FUNDING DUE TO CONTINUING RESOLUTION.
CBP,70B06C24F00001137,DELOITTE CONSULTING LLP,1500000.0,2024-09-30,0,SUPPORT- PROFESSIONAL: HUMAN RESOURCES,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,PROGRAM MANAGEMENT AND DATA ANALYTICS
CBP,70B03C24F00000275,PRIME RIV LLC,1500000.0,2024-05-03,0,HOUSEKEEPING- FOOD,FOOD SERVICE CONTRACTORS,"INITIAL TASK ORDER FOR FOOD SERVICES TO THE USBP TUCSON SECTOR AREA OF OPERATIONS, FROM IDIQ CONTRACT 70B03C24D00000009."
CBP,70B06C24F00000786,"ACUITY-CHS, LLC",1500000.0,2024-09-03,0,MEDICAL- OTHER,ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES,MEDICAL AND TESTING SERVICES
CBP,70B04C23F00001302,"C & C INTERNATIONAL COMPUTERS & CONSULTANTS, INC.",1494872.74,2024-09-30,P00002,IT AND TELECOM - SECURITY AND COMPLIANCE PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),OTHER COMPUTER RELATED SERVICES,BORDER TOWER INFRASTRUCTURE MODERNIZATION FOR CUSTOMS & BORDER PROTECTION. THIS MODIFICATION ADDS ADDITIONAL TOWERS TO TASK ORDER.
CBP,70B03C24P00000654,BLACK MARLIN VENTURES LLC,1492043.1,2024-09-25,0,VIDEO RECORDING AND REPRODUCING EQUIPMENT,OTHER COMPUTER RELATED SERVICES,LICENSE PLATE READERS
CBP,70B01C24C00000045,"ADVANCED MANAGEMENT GROUP, L.L.C.",1490491.06,2024-08-22,0,INSTALLATION OF EQUIPMENT- ELECTRIC WIRE AND POWER DISTRIBUTION EQUIPMENT,ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS,"ELECTRICAL IMPROVEMENTS, GRAND FORKS, ND"
CBP,70B03C24C00000111,IPROOV LIMITED,1485000.0,2024-09-13,0,SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS,COMPUTER SYSTEMS DESIGN SERVICES,GENUINE PRESENCE ASSURANCE
CBP,70B04C22F00000958,"24X7SYSTEMS, INC.",1484295.58,2023-12-13,P00004,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),CUSTOM COMPUTER PROGRAMMING SERVICES,EXERCISE AND INCREMENTALLY FUND OPTION PERIOD 5
CBP,70B02C20C00000024,NORTHROP GRUMMAN SYSTEMS CORPORATION,1469948.28,2024-08-26,P00034,MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,AIRCRAFT MANUFACTURING,P-3 AIRCRAFT MAINTENANCE SERVICES
